# Generated by https://github.com/Bobgy/go-mod-licenses. DO NOT EDIT.
bazil.org/fuse,https://raw.githubusercontent.com/bazil/fuse/master/LICENSE,BSD-3-Clause
cloud.google.com/go,https://raw.githubusercontent.com/googleapis/google-cloud-go/main/LICENSE,Apache-2.0
cloud.google.com/go/bigquery,https://raw.githubusercontent.com/googleapis/google-cloud-go/main/LICENSE,Apache-2.0
cloud.google.com/go/datastore,https://raw.githubusercontent.com/googleapis/google-cloud-go/main/LICENSE,Apache-2.0
cloud.google.com/go/firestore,https://raw.githubusercontent.com/googleapis/google-cloud-go/main/LICENSE,Apache-2.0
cloud.google.com/go/pubsub,https://raw.githubusercontent.com/googleapis/google-cloud-go/main/LICENSE,Apache-2.0
cloud.google.com/go/storage,https://raw.githubusercontent.com/googleapis/google-cloud-go/main/LICENSE,Apache-2.0
github.com/Azure/azure-sdk-for-go,https://raw.githubusercontent.com/Azure/azure-sdk-for-go/main/LICENSE.txt,MIT
github.com/Azure/go-ansiterm,https://raw.githubusercontent.com/Azure/go-ansiterm/master/LICENSE,MIT
github.com/Azure/go-autorest,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/autorest,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/autorest/adal,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/autorest/date,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/autorest/mocks,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/autorest/to,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/autorest/validation,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/logger,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/Azure/go-autorest/tracing,https://raw.githubusercontent.com/Azure/go-autorest/main/LICENSE,Apache-2.0
github.com/BurntSushi/toml,https://raw.githubusercontent.com/BurntSushi/toml/master/COPYING,MIT
github.com/BurntSushi/xgb,https://raw.githubusercontent.com/BurntSushi/xgb/master/LICENSE,BSD-3-Clause
github.com/DataDog/datadog-go,https://raw.githubusercontent.com/DataDog/datadog-go/master/LICENSE.txt,MIT
